0,corticalflow,white,7573,670055,200008_lh_white_Df2.white_converted.stl-cut.stl
1,corticalflow,white,7144,671067,200109_lh_white_Df2.white_converted.stl-cut.stl
2,corticalflow,white,6773,676881,200210_lh_white_Df2.white_converted.stl-cut.stl
3,corticalflow,white,1805,674448,200311_lh_white_Df2.white_converted.stl-cut.stl
4,corticalflow,white,9801,661764,200614_lh_white_Df2.white_converted.stl-cut.stl
5,corticalflow,white,14878,677649,200917_lh_white_Df2.white_converted.stl-cut.stl
6,corticalflow,white,3725,676206,201111_lh_white_Df2.white_converted.stl-cut.stl
7,corticalflow,white,3810,673183,201414_lh_white_Df2.white_converted.stl-cut.stl
8,corticalflow,white,7707,674164,201515_lh_white_Df2.white_converted.stl-cut.stl
9,corticalflow,white,1705,668271,201717_lh_white_Df2.white_converted.stl-cut.stl
10,corticalflow,white,4293,689616,201818_lh_white_Df2.white_converted.stl-cut.stl
11,corticalflow,white,12193,668699,202113_lh_white_Df2.white_converted.stl-cut.stl
12,corticalflow,white,12203,687304,202719_lh_white_Df2.white_converted.stl-cut.stl
13,corticalflow,white,11826,671668,203418_lh_white_Df2.white_converted.stl-cut.stl
14,corticalflow,white,3470,675264,203721_lh_white_Df2.white_converted.stl-cut.stl
15,corticalflow,white,9022,663736,203923_lh_white_Df2.white_converted.stl-cut.stl
16,corticalflow,white,11750,674380,204016_lh_white_Df2.white_converted.stl-cut.stl
17,corticalflow,white,15379,676012,204319_lh_white_Df2.white_converted.stl-cut.stl
18,corticalflow,white,2609,675244,204420_lh_white_Df2.white_converted.stl-cut.stl
19,corticalflow,white,4915,672059,204521_lh_white_Df2.white_converted.stl-cut.stl
20,corticalflow,white,5062,665505,204622_lh_white_Df2.white_converted.stl-cut.stl
21,corticalflow,white,3050,671827,205119_lh_white_Df2.white_converted.stl-cut.stl
22,corticalflow,white,8012,677260,205220_lh_white_Df2.white_converted.stl-cut.stl
23,corticalflow,white,5560,688919,205725_lh_white_Df2.white_converted.stl-cut.stl
24,corticalflow,white,5185,680701,205826_lh_white_Df2.white_converted.stl-cut.stl
25,corticalflow,white,6745,670634,206222_lh_white_Df2.white_converted.stl-cut.stl
26,corticalflow,white,2252,677898,207123_lh_white_Df2.white_converted.stl-cut.stl
27,corticalflow,white,3046,674117,207426_lh_white_Df2.white_converted.stl-cut.stl
28,corticalflow,white,14522,680765,207628_lh_white_Df2.white_converted.stl-cut.stl
29,corticalflow,white,10521,676173,208024_lh_white_Df2.white_converted.stl-cut.stl
30,corticalflow,white,8309,667063,208125_lh_white_Df2.white_converted.stl-cut.stl
31,corticalflow,white,9758,667860,208226_lh_white_Df2.white_converted.stl-cut.stl
32,corticalflow,white,4689,682023,208327_lh_white_Df2.white_converted.stl-cut.stl
33,corticalflow,white,4624,676251,208428_lh_white_Df2.white_converted.stl-cut.stl
34,corticalflow,white,6880,679376,209127_lh_white_Df2.white_converted.stl-cut.stl
35,corticalflow,white,6852,660430,209228_lh_white_Df2.white_converted.stl-cut.stl
36,corticalflow,white,4676,678524,209329_lh_white_Df2.white_converted.stl-cut.stl
37,corticalflow,white,8811,677469,209834_lh_white_Df2.white_converted.stl-cut.stl
38,corticalflow,white,2772,679875,209935_lh_white_Df2.white_converted.stl-cut.stl
39,corticalflow,white,5977,681674,210011_lh_white_Df2.white_converted.stl-cut.stl
40,corticalflow,white,7255,669985,210415_lh_white_Df2.white_converted.stl-cut.stl
41,corticalflow,white,13691,672259,210617_lh_white_Df2.white_converted.stl-cut.stl
42,corticalflow,white,8621,673317,211114_lh_white_Df2.white_converted.stl-cut.stl
43,corticalflow,white,4529,672108,211215_lh_white_Df2.white_converted.stl-cut.stl
44,corticalflow,white,5579,677423,211316_lh_white_Df2.white_converted.stl-cut.stl
45,corticalflow,white,6323,681638,211417_lh_white_Df2.white_converted.stl-cut.stl
46,corticalflow,white,34148,675503,211720_lh_white_Df2.white_converted.stl-cut.stl
