Project,subject_id,Hemisphere,Intersections White-Pial,Total Triangles White,Total Triangles Pial,File white,File pial
freesurfer,257542,rh,0,261467,260928,./freesurfer_257542_A_mwrm_rh_white.stl,./freesurfer_257542_A_mwrm_rh_pial.stl
freesurfer,268850,rh,0,252144,251528,./freesurfer_268850_A_mwrm_rh_white.stl,./freesurfer_268850_A_mwrm_rh_pial.stl
freesurfer,268749,lh,15,302793,303549,./freesurfer_268749_A_mwrm_lh_white.stl,./freesurfer_268749_A_mwrm_lh_pial.stl
freesurfer,285345,rh,2,235613,235458,./freesurfer_285345_A_mwrm_rh_white.stl,./freesurfer_285345_A_mwrm_rh_pial.stl
freesurfer,257845,rh,4,267662,266591,./freesurfer_257845_A_mwrm_rh_white.stl,./freesurfer_257845_A_mwrm_rh_pial.stl
freesurfer,263436,rh,16,269467,268964,./freesurfer_263436_A_mwrm_rh_white.stl,./freesurfer_263436_A_mwrm_rh_pial.stl
freesurfer,286650,lh,8,274944,276104,./freesurfer_286650_A_mwrm_lh_white.stl,./freesurfer_286650_A_mwrm_lh_pial.stl
freesurfer,290136,lh,46,272443,273785,./freesurfer_290136_A_mwrm_lh_white.stl,./freesurfer_290136_A_mwrm_lh_pial.stl
freesurfer,285446,lh,5,275771,276369,./freesurfer_285446_A_mwrm_lh_white.stl,./freesurfer_285446_A_mwrm_lh_pial.stl
freesurfer,298455,lh,736,265328,266618,./freesurfer_298455_A_mwrm_lh_white.stl,./freesurfer_298455_A_mwrm_lh_pial.stl
freesurfer,287248,lh,49,274739,275252,./freesurfer_287248_A_mwrm_lh_white.stl,./freesurfer_287248_A_mwrm_lh_pial.stl
freesurfer,295146,rh,0,238248,237574,./freesurfer_295146_A_mwrm_rh_white.stl,./freesurfer_295146_A_mwrm_rh_pial.stl
freesurfer,280941,rh,0,254494,252580,./freesurfer_280941_A_mwrm_rh_white.stl,./freesurfer_280941_A_mwrm_rh_pial.stl
freesurfer,299154,lh,66,283271,283456,./freesurfer_299154_A_mwrm_lh_white.stl,./freesurfer_299154_A_mwrm_lh_pial.stl
freesurfer,283543,rh,0,263580,262705,./freesurfer_283543_A_mwrm_rh_white.stl,./freesurfer_283543_A_mwrm_rh_pial.stl
freesurfer,284646,rh,0,261268,261721,./freesurfer_284646_A_mwrm_rh_white.stl,./freesurfer_284646_A_mwrm_rh_pial.stl
freesurfer,270332,lh,72,333149,333847,./freesurfer_270332_A_mwrm_lh_white.stl,./freesurfer_270332_A_mwrm_lh_pial.stl
freesurfer,298051,lh,0,286687,287066,./freesurfer_298051_A_mwrm_lh_white.stl,./freesurfer_298051_A_mwrm_lh_pial.stl
freesurfer,268749,rh,6,309417,309552,./freesurfer_268749_A_mwrm_rh_white.stl,./freesurfer_268749_A_mwrm_rh_pial.stl
freesurfer,286650,rh,45,275033,273412,./freesurfer_286650_A_mwrm_rh_white.stl,./freesurfer_286650_A_mwrm_rh_pial.stl
freesurfer,290136,rh,23,275064,275195,./freesurfer_290136_A_mwrm_rh_white.stl,./freesurfer_290136_A_mwrm_rh_pial.stl
freesurfer,285446,rh,56,278772,277987,./freesurfer_285446_A_mwrm_rh_white.stl,./freesurfer_285446_A_mwrm_rh_pial.stl
freesurfer,298455,rh,10,264312,263664,./freesurfer_298455_A_mwrm_rh_white.stl,./freesurfer_298455_A_mwrm_rh_pial.stl
freesurfer,287248,rh,0,272329,272145,./freesurfer_287248_A_mwrm_rh_white.stl,./freesurfer_287248_A_mwrm_rh_pial.stl
freesurfer,299154,rh,0,278989,278724,./freesurfer_299154_A_mwrm_rh_white.stl,./freesurfer_299154_A_mwrm_rh_pial.stl
freesurfer,298051,rh,4,292133,292313,./freesurfer_298051_A_mwrm_rh_white.stl,./freesurfer_298051_A_mwrm_rh_pial.stl
freesurfer,270332,rh,30,336202,335623,./freesurfer_270332_A_mwrm_rh_white.stl,./freesurfer_270332_A_mwrm_rh_pial.stl
