RMS,diag_mesh_0,diag_mesh_1,max,mean,min,n_samples,folder
0.5220800638198853,235.7766571044922,234.43483202916568,5.17603874206543,0.3542797267436981,7.349592010541528e-07,379970,200008
0.5827728509902954,232.74691772460938,230.67026437945844,4.300069808959961,0.3936152756214142,7.10932397396391e-07,379970,200109
0.5813366174697876,241.62350463867188,238.48724632086476,7.620247840881348,0.38862255215644836,2.573369783931412e-07,379970,200210
0.7142467498779297,230.8293914794922,229.02905456335785,9.136053085327148,0.4444744288921356,1.2824000350519782e-06,379970,200311
0.5913673043251038,234.36392211914062,234.01586522100231,5.337625026702881,0.3998944163322449,3.678070470414241e-06,379970,200614
0.648655116558075,228.138916015625,228.00256793797809,12.881333351135254,0.3742094337940216,3.923818781004229e-07,379970,200917
0.5695601105690002,237.1764678955078,235.35757551048104,5.144237995147705,0.3746214807033539,6.052350727259181e-07,379970,201111
0.6584836840629578,233.411376953125,229.7218656825338,9.8495454788208,0.41292330622673035,8.129654247568396e-07,379970,201414
0.5834014415740967,238.39443969726562,236.61234141184372,3.7170424461364746,0.39801543951034546,3.4927850833810226e-07,379970,201515
0.5118615031242371,232.198974609375,230.42324410561724,5.476832866668701,0.3279096484184265,1.3917489241066505e-06,379970,201717
0.5940684080123901,237.153076171875,234.3895294121827,4.978706359863281,0.40125927329063416,3.61300749318616e-07,379970,201818
0.6179553866386414,234.25155639648438,231.73058424683677,6.011415481567383,0.41161155700683594,1.2830949458475516e-07,379970,202113
0.5371772646903992,234.56610107421875,232.4972380709133,4.302213668823242,0.3602987229824066,1.1113622377934007e-07,379970,202719
0.5487136244773865,228.04202270507812,227.35312385466239,4.488659858703613,0.37352338433265686,3.677439508464886e-07,379970,203418
0.7447384595870972,232.05621337890625,228.51271691014412,7.859570503234863,0.4762822687625885,3.9697778220215696e-07,379970,203721
0.5993744730949402,231.64535522460938,228.9972931657259,15.541030883789062,0.4059261083602905,2.822059741447447e-06,379970,203923
0.5299843549728394,230.95819091796875,229.86231532046511,4.5571184158325195,0.35150837898254395,3.9181711031233135e-07,379970,204016
0.5330232381820679,232.57876586914062,231.0680374331627,4.303579807281494,0.36147966980934143,9.739587767398916e-07,379970,204319
0.5827645659446716,232.01597595214844,230.50457118359938,7.996889114379883,0.3925260305404663,4.919724005958415e-07,379970,204420
0.567413866519928,228.102294921875,226.58282893689724,5.299993515014648,0.3849910497665405,1.4442977089856868e-06,379970,204521
0.5512346625328064,232.4402618408203,231.8887498004818,4.25399923324585,0.36921513080596924,4.128767159272684e-07,379970,204622
0.45104163885116577,232.59593200683594,231.71297115759882,4.891903877258301,0.2940226197242737,5.482060601025296e-07,379970,205119
0.5048192143440247,231.94082641601562,230.69564804148095,4.236977577209473,0.3542185127735138,2.1263987548536534e-07,379970,205220
0.5476791262626648,233.11883544921875,231.25021402756494,6.532706260681152,0.37593305110931396,1.4150720062389155e-06,379970,205725
0.6572567224502563,231.17138671875,230.21424600765232,8.859312057495117,0.4047302305698395,9.361386332784605e-07,379970,205826
0.5538463592529297,235.39842224121094,233.19945848640668,5.036830902099609,0.3766907751560211,1.6668597027091892e-06,379970,206222
0.49541544914245605,232.87879943847656,233.56228004827122,4.4687275886535645,0.3201722204685211,6.598633603971393e-07,379970,207123
0.4888511896133423,233.29627990722656,231.44651052209036,5.640704154968262,0.32469022274017334,3.3582165315237944e-07,379970,207426
0.5969395637512207,233.92579650878906,231.43251274662344,5.074855804443359,0.38335636258125305,2.1601308617391624e-06,379970,207628
