RMS,diag_mesh_0,diag_mesh_1,max,mean,min,n_samples
0.23712415993213654,186.6588134765625,187.3773500526256,7.0115532875061035,0.09665048867464066,1.4975623230384372e-07,163842
0.21370002627372742,234.4318084716797,233.65866311865224,4.7695698738098145,0.10995511710643768,5.0790355032859225e-08,163842
0.1514555811882019,204.98681640625,205.49616247358986,3.851351737976074,0.08717568963766098,2.518802943995979e-07,163842
0.14496436715126038,195.2322235107422,195.94796076526018,2.1285412311553955,0.08828622102737427,2.6166608790845203e-07,163842
0.1472119837999344,224.33396911621094,225.13073524154984,2.347010850906372,0.08768466860055923,2.2399493104785506e-07,163842
0.13023333251476288,207.74168395996094,209.03847580815926,2.0240895748138428,0.08046817779541016,1.8476850982551696e-06,163842
0.16511736810207367,209.86880493164062,210.45767940009108,3.8565244674682617,0.09277578443288803,4.430810065514379e-07,163842
0.1401897519826889,208.08279418945312,209.1114426214925,3.2803640365600586,0.08582005649805069,5.708556614081317e-07,163842
0.16728545725345612,221.7428741455078,222.16315831129296,2.7357146739959717,0.09177692979574203,2.388059385793895e-07,163842
0.1735868752002716,205.5946044921875,206.71177401061738,3.9207911491394043,0.09475655853748322,4.918468334835779e-07,163842
0.1452806144952774,205.8074493408203,206.0858569063802,2.5539608001708984,0.08917803317308426,2.3244576823344687e-06,163842
0.1599547415971756,210.37811279296875,211.48814401598753,3.723997116088867,0.09773974120616913,4.1115927729151736e-07,163842
0.1664871871471405,210.93341064453125,211.6366633544373,4.742892265319824,0.09480029344558716,2.5263753400395217e-07,163842
0.13376028835773468,213.21212768554688,213.60632342947426,2.6764066219329834,0.08209379017353058,1.93870604903168e-07,163842
0.13574305176734924,202.1119842529297,203.17714622270668,2.289682626724243,0.08241444826126099,7.981424232639256e-08,163842
0.20921450853347778,225.51077270507812,226.39116208152313,4.8058061599731445,0.10094138979911804,2.253847242172924e-06,163842
0.16758184134960175,208.95201110839844,208.38449363013544,4.859659194946289,0.09597110003232956,2.1488497168320464e-06,163842
0.14382420480251312,197.38925170898438,198.09227706649725,2.6286227703094482,0.08838532119989395,1.6484516436321428e-06,163842
0.14224684238433838,209.45848083496094,209.50684882701535,2.282782554626465,0.08980150520801544,4.0906158460529696e-07,163842
0.2736930251121521,204.5684051513672,205.07524191051135,6.776974678039551,0.10668520629405975,4.782356555210754e-08,163842
0.15512162446975708,216.8542022705078,216.60195475512015,3.274332284927368,0.09640275686979294,8.885817806003615e-07,163842
0.18265989422798157,198.94857788085938,200.15604143208472,3.889805316925049,0.10666319727897644,3.025986075044784e-07,163842
0.14140459895133972,215.6147918701172,215.37860217959474,2.2872138023376465,0.08344962447881699,3.050364057344268e-06,163842
