RMS,diag_mesh_0,diag_mesh_1,max,mean,min,n_samples
0.16951145231723785,187.11920166015625,187.4023389541223,4.347706317901611,0.08947581052780151,6.844928748250823e-07,163842
0.21611368656158447,234.1993865966797,236.0012209303403,5.91475248336792,0.10651201009750366,9.285653135293614e-08,163842
0.1394783854484558,203.99928283691406,204.01034746841353,4.101471900939941,0.08249099552631378,3.2480906497767137e-07,163842
0.14322398602962494,193.5849151611328,193.78393076585465,2.0611748695373535,0.0898386687040329,1.6890724907625554e-07,163842
0.13126587867736816,220.45944213867188,221.03641138904229,2.4759111404418945,0.0819953978061676,1.5427868902406772e-06,163842
0.13171501457691193,206.9685821533203,207.2856853993343,2.513046979904175,0.08093507587909698,2.9071105700495536e-07,163842
0.14356696605682373,211.6865234375,213.56362225993982,3.2234067916870117,0.08844640851020813,1.6040708032960538e-06,163842
0.20013707876205444,208.3213653564453,208.91028067652167,6.24377965927124,0.09211693704128265,5.690005764336092e-07,163842
0.16340450942516327,222.73277282714844,223.25855099382133,3.909581422805786,0.09396767616271973,7.385078220067953e-07,163842
0.1439451426267624,207.7183074951172,208.29500815764072,3.8913307189941406,0.0879298523068428,1.5976173699527862e-06,163842
0.1394859254360199,205.87220764160156,206.32534158204987,2.114917516708374,0.08737435936927795,7.593534974148497e-07,163842
0.17735853791236877,213.0115203857422,213.46121329019988,4.193698406219482,0.10069776326417923,1.3035099755143165e-07,163842
0.16362112760543823,210.47998046875,211.22354750865827,3.5675034523010254,0.09588584303855896,2.122243714097749e-09,163842
0.13828176259994507,214.1246795654297,214.52041585913932,2.4611191749572754,0.08611680567264557,1.066544427885674e-06,163842
0.15291880071163177,203.28851318359375,205.46745587713485,3.0639710426330566,0.08618400245904922,2.3170860004029237e-06,163842
0.22516176104545593,224.78968811035156,225.41827066537775,6.714479446411133,0.10095619410276413,1.340966093721363e-08,163842
0.1723157912492752,208.056884765625,208.4421047864204,3.4496407508850098,0.09780681878328323,1.062600290424598e-06,163842
0.13615499436855316,197.08941650390625,197.83163423003705,1.8246371746063232,0.08825629949569702,7.793724421389925e-07,163842
0.14255133271217346,210.43211364746094,211.0733882193266,2.528879404067993,0.09016557782888412,1.1084810012107482e-06,163842
0.1804734766483307,205.47659301757812,206.49188870324312,4.525410175323486,0.09543246775865555,6.751038199581672e-07,163842
0.20971377193927765,216.2676544189453,216.61236912208724,6.037405967712402,0.1042506992816925,1.8031585113931214e-07,163842
0.1637008935213089,200.1962432861328,201.18692948210185,2.293858289718628,0.1023198813199997,1.1221203521927237e-06,163842
0.13950799405574799,214.9776153564453,215.93757358826508,2.243690013885498,0.0833231508731842,7.480837211915059e-07,163842
