RMS,diag_mesh_0,diag_mesh_1,max,mean,min,n_samples
0.3782832622528076,220.5692901611328,224.10312273157416,3.6170589923858643,0.28555095195770264,9.478427273279522e-06,42016
0.40555745363235474,218.0200653076172,222.0326762878284,4.527124404907227,0.3055988848209381,1.3046793355897535e-05,42016
0.3003797233104706,220.46287536621094,223.0811230936206,2.4620912075042725,0.2327517718076706,2.0245932319085114e-05,42016
0.4148731529712677,221.5732879638672,223.16343149619124,6.568905830383301,0.29619961977005005,4.2305662645958364e-05,42016
0.2951010763645172,214.29164123535156,216.87972745227555,3.7009294033050537,0.22176939249038696,6.997872333158739e-06,42016
0.3076234459877014,220.67031860351562,223.65758642055306,3.514145612716675,0.23559758067131042,6.769615993107436e-06,42016
0.6962552070617676,215.17623901367188,221.39807549620323,4.9091668128967285,0.5883532166481018,0.00010488161933608353,42016
0.35191062092781067,223.780517578125,224.3491637970368,2.8299334049224854,0.2874917984008789,7.341674063354731e-06,42016
0.37019965052604675,222.28172302246094,224.95637949085844,7.66398811340332,0.24294015765190125,3.1114404919208027e-06,42016
0.3788672089576721,216.09349060058594,218.5804876793959,7.040788173675537,0.24068771302700043,3.958223260269733e-06,42016
0.7564435601234436,218.34616088867188,224.9089880482855,5.826723098754883,0.6375204920768738,5.958092515356839e-06,42016
0.2882712185382843,215.2081756591797,217.40217144017214,3.615253210067749,0.2027299404144287,4.132888534513768e-06,42016
0.3242293894290924,215.75782775878906,219.9055257724707,2.4731733798980713,0.2377554327249527,1.376758791593602e-05,42016
0.30759868025779724,220.18887329101562,223.08391994869868,2.2257754802703857,0.2294541597366333,9.881932783173397e-07,42016
0.31924089789390564,221.02297973632812,224.77164886495757,4.69205904006958,0.24034073948860168,5.030618467571912e-06,42016
0.38809341192245483,220.1660919189453,221.4230498715748,2.748903274536133,0.31896504759788513,4.592737241182476e-05,42016
0.6106458306312561,212.4314422607422,221.70021920237517,3.7915289402008057,0.4725051820278168,1.6109399439301342e-05,42016
0.26463741064071655,224.1769561767578,226.4444673042262,2.8719897270202637,0.19595550000667572,3.350626457176986e-06,42016
